,bt,bz,yogunluk,hız,kp
13242,7.0,-6.6,8.4,345.0,27.0
13243,7.3,-6.9,8.2,342.0,27.0
13244,7.3,-6.8,8.4,338.0,20.0
13245,6.9,-5.4,10.5,338.0,20.0
13246,6.1,-5.0,11.9,336.0,20.0
13247,5.7,-4.3,13.2,339.0,20.0
13248,5.2,-1.7,14.6,333.0,20.0
13249,4.9,-0.3,14.3,328.0,20.0
13250,4.7,-0.1,7.8,335.0,13.0
13251,5.1,0.9,6.0,341.0,13.0
13252,4.9,-1.4,7.0,331.0,13.0
13253,5.4,-0.9,8.4,335.0,23.0
13254,5.2,-3.8,6.7,333.0,23.0
13255,4.5,1.1,7.5,350.0,23.0
13256,6.4,2.1,6.1,357.0,10.0
13257,5.9,0.1,5.7,357.0,10.0
13258,7.0,-0.4,6.4,364.0,10.0
13259,7.6,-4.3,6.8,364.0,27.0
13260,5.9,-5.5,7.7,371.0,27.0
13261,4.8,1.1,7.4,369.0,27.0
13262,4.4,0.8,6.9,369.0,13.0
13263,4.3,-1.0,6.0,361.0,13.0
13264,5.5,0.8,6.1,366.0,13.0
13265,5.8,-1.0,5.7,368.0,17.0
13266,6.6,1.1,3.9,385.0,17.0
13267,6.4,1.9,4.6,387.0,17.0
13268,6.5,1.2,4.6,379.0,7.0
13269,6.5,0.9,4.5,373.0,7.0
13270,6.4,1.6,5.0,373.0,7.0
13271,6.5,1.8,5.6,367.0,10.0
13272,6.3,1.3,5.7,365.0,10.0
13273,6.2,-1.5,4.7,368.0,10.0
13274,6.7,-1.6,4.9,380.0,13.0
13275,6.4,-0.7,5.0,379.0,13.0
13276,6.6,-2.9,4.4,378.0,13.0
13277,6.6,-4.5,4.7,382.0,17.0
13278,6.3,-5.7,4.7,387.0,17.0
13279,4.0,-2.9,7.3,364.0,17.0
13280,2.9,0.1,11.0,356.0,10.0
13281,4.3,0.7,11.5,352.0,10.0
13282,4.3,1.5,11.8,348.0,10.0
13283,4.3,0.6,11.7,339.0,7.0
13284,3.9,-2.9,11.9,336.0,7.0
13285,3.0,-2.2,11.3,333.0,7.0
13286,1.4,-0.2,12.5,335.0,10.0
13287,2.1,-0.4,11.5,330.0,10.0
13288,3.9,-2.6,10.1,326.0,10.0
13289,4.1,-2.2,9.9,324.0,13.0
13290,4.4,-2.9,9.5,321.0,13.0
13314,2.0,1.1,9.0,325.0,10.0
13315,1.7,1.5,9.2,322.0,10.0
13316,1.3,-0.2,9.6,318.0,3.0
13317,1.8,-0.9,9.1,322.0,3.0
13318,1.9,-0.4,8.8,326.0,3.0
13319,3.6,-2.1,7.2,328.0,17.0
13320,2.8,-1.3,7.5,332.0,17.0
13321,3.6,-2.0,7.6,335.0,17.0
13322,3.9,-1.4,7.6,337.0,13.0
13323,4.0,-0.4,7.8,337.0,13.0
13324,4.1,-1.2,7.5,339.0,13.0
13325,4.6,-1.6,6.5,336.0,10.0
13326,4.7,-2.4,6.1,332.0,10.0
13327,4.5,-1.8,7.1,337.0,10.0
13328,5.1,-1.5,6.6,337.0,10.0
13329,5.4,-2.1,6.8,335.0,10.0
13330,5.4,-1.7,6.7,333.0,10.0
13331,5.0,0.8,7.1,334.0,3.0
13332,5.3,1.2,7.1,331.0,3.0
13333,5.5,4.6,7.4,331.0,3.0
13334,5.1,3.3,7.9,330.0,7.0
13335,4.7,2.7,8.0,326.0,7.0
13336,5.4,4.6,6.3,314.0,7.0
13337,5.4,4.2,6.0,307.0,7.0
13338,4.5,3.9,8.4,315.0,7.0
13339,4.4,4.3,8.7,320.0,7.0
13340,4.6,3.6,10.6,326.0,13.0
13341,5.5,4.8,14.2,340.0,13.0
13342,4.7,1.5,19.8,354.0,13.0
13343,4.8,-2.1,19.8,354.0,27.0
13344,7.1,-5.2,14.6,346.0,27.0
13345,9.2,-7.3,11.2,340.0,27.0
13346,10.8,-5.7,9.0,331.0,23.0
13347,11.3,-0.1,9.9,335.0,23.0
13348,10.0,3.3,9.1,329.0,23.0
13349,8.8,2.7,11.7,324.0,7.0
13350,7.8,4.7,12.0,314.0,7.0
13351,8.0,6.7,10.6,335.0,7.0
13352,7.3,5.9,4.9,387.0,3.0
13353,7.7,5.6,3.6,385.0,3.0
13354,7.9,3.9,3.3,365.0,3.0
13355,7.5,2.1,3.6,372.0,3.0
13356,7.1,1.1,3.5,378.0,3.0
13357,6.9,-0.4,2.7,372.0,3.0
13358,6.8,-3.1,4.1,389.0,13.0
13359,7.4,2.2,3.1,434.0,13.0
13360,7.0,5.0,2.7,446.0,13.0
13361,5.6,0.2,3.6,427.0,13.0
13362,4.0,-2.1,6.2,422.0,13.0
13363,3.5,-0.3,6.2,416.0,13.0
13364,3.3,-0.6,6.0,416.0,20.0
13365,4.4,-1.0,4.9,423.0,20.0
13366,4.8,-0.4,4.0,420.0,20.0
13367,4.1,0.8,4.0,421.0,3.0
13368,3.9,2.7,4.1,430.0,3.0
13369,3.9,2.6,4.0,418.0,3.0
13370,3.8,3.0,3.6,416.0,0.0
13371,3.7,2.7,3.8,410.0,0.0
13372,3.5,2.5,3.7,408.0,0.0
13373,3.2,2.4,3.5,400.0,3.0
13374,2.7,2.1,3.3,391.0,3.0
13375,2.1,1.3,4.2,382.0,3.0
13376,2.4,-0.3,4.7,383.0,3.0
13377,2.9,1.2,5.6,384.0,3.0
13378,2.5,1.1,6.4,369.0,3.0
13379,2.2,1.5,7.0,358.0,10.0
13380,2.1,1.2,7.2,353.0,10.0
13381,2.4,-0.9,7.9,351.0,10.0
13382,2.9,0.5,8.1,358.0,13.0
13383,2.7,1.3,9.3,347.0,13.0
13384,2.7,1.1,10.1,334.0,13.0
13385,3.2,0.8,10.3,329.0,13.0
13386,4.0,0.6,10.0,324.0,13.0
13387,3.9,0.3,7.6,321.0,13.0
13388,4.5,-0.1,8.1,317.0,10.0
13389,4.6,-0.9,7.8,314.0,10.0
13390,3.5,-0.1,9.9,314.0,10.0
13391,3.0,0.4,10.9,313.0,10.0
13392,2.7,1.1,12.4,310.0,10.0
13393,3.9,3.2,11.5,317.0,10.0
13394,4.6,3.5,11.7,319.0,3.0
13395,5.2,1.5,11.4,318.0,3.0
13396,5.3,-0.8,12.2,318.0,3.0
13397,5.6,-1.5,13.7,318.0,7.0
13398,4.4,-2.6,17.2,314.0,7.0
13399,3.3,-1.2,21.5,308.0,7.0
13400,2.6,-1.5,22.7,303.0,7.0
13401,3.6,0.5,15.9,298.0,7.0
13402,2.4,0.6,14.4,306.0,7.0
13403,4.1,0.8,13.5,300.0,23.0
13404,5.9,1.7,14.5,308.0,23.0
13405,6.8,-0.5,18.4,335.0,23.0
13406,7.2,-2.8,22.6,339.0,27.0
13407,6.8,-2.8,26.6,329.0,27.0
13408,6.3,2.0,25.6,317.0,27.0
13409,7.0,-1.8,16.5,324.0,23.0
13410,6.6,0.1,11.0,324.0,23.0
13411,6.5,2.0,10.7,325.0,23.0
13412,6.8,5.6,11.1,329.0,23.0
13433,2.8,-1.4,4.6,341.0,10.0
13434,3.6,-1.9,3.2,332.0,10.0
13435,3.5,-2.0,3.2,331.0,10.0
13436,4.0,-2.1,2.5,334.0,13.0
13437,3.6,-1.0,3.0,345.0,13.0
13438,3.1,0.6,2.3,341.0,13.0
13439,2.9,0.4,3.6,347.0,0.0
13440,2.6,0.7,4.2,355.0,0.0
13441,3.0,1.8,3.6,344.0,0.0
13442,2.4,1.6,4.2,339.0,7.0
13443,2.1,-0.3,4.2,343.0,7.0
13444,3.4,-2.5,4.8,343.0,7.0
13445,4.4,-2.5,4.8,345.0,10.0
13446,4.3,-0.5,5.6,337.0,10.0
13447,3.1,0.5,8.9,337.0,10.0
13448,3.0,0.6,8.9,338.0,23.0
13449,4.9,-2.9,14.7,354.0,23.0
13450,10.1,-6.3,15.8,369.0,23.0
13451,10.5,2.3,24.0,368.0,37.0
13452,10.6,2.7,25.2,364.0,37.0
13453,11.5,-3.0,20.8,363.0,37.0
13454,10.8,-2.8,24.7,360.0,43.0
13455,11.4,-7.8,21.3,373.0,43.0
13456,11.5,-10.0,25.4,374.0,43.0
13457,11.0,-5.9,16.5,372.0,40.0
13458,9.7,-4.6,12.1,374.0,40.0
13459,8.7,-2.1,13.8,376.0,40.0
13460,8.4,-3.7,11.1,395.0,30.0
13461,6.5,-0.8,6.8,384.0,30.0
13462,7.3,-0.4,3.9,388.0,30.0
13463,5.4,-1.3,5.2,380.0,17.0
13464,4.9,-1.2,6.2,392.0,17.0
13465,5.0,-1.9,4.5,399.0,17.0
13466,4.7,-2.1,6.5,402.0,20.0
13467,5.4,-3.8,6.1,409.0,20.0
13468,6.2,-0.9,4.6,423.0,20.0
13469,6.9,-1.0,4.1,428.0,17.0
13470,6.8,-2.3,3.5,432.0,17.0
13471,6.5,-2.6,3.7,410.0,17.0
13472,6.1,-1.5,6.1,391.0,23.0
13473,5.5,-0.7,8.1,417.0,23.0
13474,5.7,-2.1,8.6,439.0,23.0
13475,7.8,-1.0,6.6,449.0,23.0
13476,7.3,3.1,6.6,472.0,23.0
13477,7.1,3.4,6.4,477.0,23.0
13478,5.9,4.1,7.4,474.0,23.0
13479,6.9,0.3,7.4,457.0,23.0
13480,6.4,-1.3,7.8,451.0,23.0
13481,6.3,-0.2,6.9,461.0,27.0
13482,6.0,-2.9,5.7,465.0,27.0
13483,4.2,-1.7,4.3,480.0,27.0
13484,3.7,-0.7,3.4,506.0,23.0
13485,3.7,-0.3,3.6,502.0,23.0
13486,2.9,-1.4,3.1,492.0,23.0
13487,2.8,0.7,3.4,481.0,17.0
13488,2.5,-0.8,3.3,472.0,17.0
13489,2.4,-0.5,3.4,468.0,17.0
13490,2.7,1.1,3.4,467.0,3.0
13491,3.5,1.4,2.9,472.0,3.0
13492,3.2,1.6,3.0,469.0,3.0
13493,2.7,0.7,3.0,459.0,3.0
13494,2.8,2.2,3.0,453.0,3.0
13495,2.5,0.6,3.2,458.0,3.0
13496,2.9,1.5,3.0,453.0,3.0
13497,3.3,1.7,2.9,450.0,3.0
13498,3.0,0.9,3.0,453.0,3.0
13499,2.9,0.5,3.1,450.0,7.0
13500,2.9,0.2,3.2,449.0,7.0
13501,3.0,0.5,3.2,440.0,7.0
13502,3.1,-1.5,2.9,436.0,10.0
13503,3.3,-0.9,2.6,431.0,10.0
13504,3.6,-0.5,3.0,423.0,10.0
13505,3.6,-0.8,3.4,419.0,17.0
13507,3.6,0.8,3.4,415.0,17.0
13508,3.7,0.8,3.5,409.0,7.0
13509,3.5,0.5,4.1,407.0,7.0
13510,3.4,0.8,4.6,406.0,7.0
13511,4.1,-2.1,4.2,405.0,10.0
13512,4.0,-2.0,3.8,414.0,10.0
13513,4.3,-1.1,3.8,418.0,10.0
13515,3.7,0.2,4.0,405.0,7.0
13516,3.7,1.2,4.2,412.0,7.0
13517,3.9,1.1,4.5,412.0,3.0
13518,4.0,-0.7,4.8,408.0,3.0
13519,4.2,1.6,5.0,406.0,3.0
13520,4.4,1.4,5.5,405.0,3.0
13521,4.2,0.3,5.2,397.0,3.0
13522,4.0,0.6,5.4,403.0,3.0
13523,4.3,0.3,5.1,412.0,10.0
13524,4.5,2.8,4.7,408.0,10.0
13525,4.0,1.7,5.9,409.0,10.0
13526,4.0,-2.2,7.2,414.0,17.0
13527,3.6,-1.9,7.1,411.0,17.0
13528,3.3,-0.5,7.1,406.0,17.0
13529,3.3,0.3,7.1,396.0,10.0
13530,3.5,1.1,6.9,397.0,10.0
13531,4.1,1.6,6.6,391.0,10.0
13532,5.4,2.6,5.6,385.0,3.0
13533,5.2,2.2,5.8,382.0,3.0
13534,5.7,2.2,4.3,383.0,3.0
13535,4.6,1.7,6.1,375.0,3.0
13536,3.8,1.8,5.8,380.0,3.0
13537,4.8,2.9,4.1,385.0,3.0
13538,4.8,2.7,4.1,383.0,3.0
13539,4.7,2.9,4.4,383.0,3.0
13540,4.8,3.1,4.2,382.0,3.0
13541,4.9,3.2,4.3,384.0,3.0
13542,5.0,3.0,4.5,379.0,3.0
13543,3.8,0.4,5.7,394.0,3.0
13544,3.6,-1.9,6.3,398.0,10.0
13545,3.5,-0.3,6.2,392.0,10.0
13546,3.0,0.1,6.2,396.0,10.0
13547,3.5,0.9,5.7,395.0,13.0
13548,3.6,-0.5,5.6,398.0,13.0
13549,3.7,-2.3,5.5,398.0,13.0
13550,3.6,1.6,5.3,388.0,10.0
13551,3.9,1.6,4.8,382.0,10.0
13552,4.3,1.6,4.6,378.0,10.0
13553,4.3,1.4,4.7,373.0,3.0
13554,4.5,1.4,4.3,370.0,3.0
13555,4.4,1.2,4.4,366.0,3.0
13556,4.1,1.3,5.7,373.0,20.0
13557,3.3,-1.9,8.0,399.0,20.0
13558,3.8,0.2,6.8,382.0,20.0
13559,4.0,2.4,8.0,379.0,17.0
13560,3.6,0.6,9.1,383.0,17.0
13561,3.7,0.5,10.7,380.0,17.0
13562,3.8,-1.1,11.1,377.0,20.0
13563,4.3,-3.5,12.4,379.0,20.0
13564,3.7,-0.4,13.6,381.0,20.0
13565,2.9,-0.6,15.3,383.0,27.0
13566,3.1,0.2,15.2,382.0,27.0
13567,5.5,1.4,8.0,372.0,27.0
13568,7.1,2.6,3.7,359.0,3.0
13569,6.9,3.9,4.6,370.0,3.0
13570,6.7,0.2,4.0,373.0,3.0
13571,7.2,3.8,4.1,379.0,17.0
13572,6.5,-2.1,3.2,402.0,17.0
13573,5.8,-0.7,3.2,409.0,17.0
13574,5.7,-1.5,3.6,416.0,17.0
13575,5.5,-2.9,2.2,402.0,17.0
13576,5.5,-2.6,1.9,407.0,17.0
13577,5.4,-1.5,1.7,394.0,23.0
13578,3.9,-2.0,2.8,409.0,23.0
13579,5.2,-1.3,2.3,415.0,23.0
13580,6.4,-3.1,2.1,432.0,17.0
13581,6.4,-2.5,2.2,434.0,17.0
13582,6.5,-1.3,2.2,441.0,17.0
13583,6.7,-2.7,2.5,477.0,23.0
13584,6.6,1.1,2.0,443.0,23.0
13586,7.2,1.5,1.8,447.0,13.0
13587,7.2,1.3,2.1,437.0,13.0
13588,7.2,1.5,2.0,438.0,13.0
13589,6.6,-0.4,2.9,443.0,30.0
13590,6.1,-2.4,4.3,462.0,30.0
13591,5.8,-1.0,4.6,455.0,30.0
13592,5.4,0.1,4.9,465.0,17.0
13593,5.5,-1.3,5.4,471.0,17.0
13594,6.2,1.3,4.5,468.0,17.0
13595,6.3,2.0,3.9,468.0,13.0
13596,5.3,3.0,4.2,485.0,13.0
13597,5.1,-0.8,3.7,472.0,13.0
13598,5.3,0.2,3.5,466.0,23.0
13599,5.5,1.8,4.0,478.0,23.0
13600,5.4,-0.1,4.3,489.0,23.0
13601,5.2,-3.0,4.5,496.0,33.0
13602,5.3,-1.9,4.6,505.0,33.0
13603,5.1,-1.3,4.7,500.0,33.0
13604,5.0,-3.7,4.5,486.0,27.0
13605,5.1,-3.7,4.2,490.0,27.0
13606,5.1,-4.3,3.9,495.0,27.0
13607,5.5,3.3,3.7,485.0,20.0
13608,4.8,2.0,3.6,479.0,20.0
13609,4.3,0.2,3.1,465.0,20.0
13610,4.4,0.7,3.0,468.0,20.0
13611,4.6,1.9,3.3,474.0,20.0
13612,4.6,0.1,2.6,460.0,20.0
13613,4.6,2.0,2.8,461.0,10.0
13614,4.5,1.7,2.7,473.0,10.0
13615,4.6,0.7,2.6,479.0,10.0
13616,4.4,-1.3,2.5,496.0,13.0
13617,3.9,2.2,2.1,483.0,13.0
13618,3.7,0.1,1.7,469.0,13.0
13619,3.9,-2.3,1.7,465.0,20.0
13620,4.0,-3.4,1.9,484.0,20.0
13621,3.8,-2.7,1.8,483.0,20.0
13622,3.7,-2.9,1.9,479.0,23.0
13623,3.6,0.3,1.9,468.0,23.0
13624,3.5,0.6,1.3,454.0,23.0
13625,3.7,0.7,1.2,448.0,7.0
13626,3.7,-1.0,1.6,451.0,7.0
13627,3.9,-0.2,1.4,430.0,7.0
13628,3.9,-0.1,1.3,419.0,0.0
13630,4.2,-1.4,1.6,423.0,0.0
13631,4.7,-2.3,0.7,404.0,13.0
13632,4.8,-1.1,1.0,388.0,13.0
13633,4.9,-1.7,1.2,389.0,13.0
13634,5.3,-1.0,1.3,390.0,17.0
13635,5.6,-4.2,3.1,419.0,17.0
13636,5.8,-5.2,3.8,439.0,17.0
13637,6.0,-5.0,4.8,428.0,33.0
13638,7.0,-6.7,2.9,439.0,33.0
13639,7.2,-6.8,3.7,433.0,33.0
13640,7.3,-6.6,5.2,437.0,30.0
13641,7.1,-6.7,5.3,426.0,30.0
13642,7.2,-5.4,3.4,419.0,30.0
13643,6.1,-1.7,2.8,413.0,30.0
13644,6.3,-0.3,2.3,423.0,30.0
13645,6.0,0.6,2.5,414.0,30.0
13646,6.1,1.1,2.6,403.0,10.0
13647,5.0,-0.5,2.4,396.0,10.0
13648,3.5,-1.2,2.7,396.0,10.0
13649,4.2,0.8,2.8,392.0,7.0
13650,4.6,-0.1,2.8,393.0,7.0
13651,4.4,2.8,2.5,396.0,7.0
13652,4.4,1.1,2.1,412.0,3.0
13653,4.2,0.5,2.1,413.0,3.0
13654,4.3,2.4,2.7,399.0,3.0
13655,4.2,0.7,3.0,395.0,0.0
13656,4.0,1.0,2.8,383.0,0.0
13657,4.0,-0.1,3.1,379.0,0.0
13658,4.1,1.4,2.5,380.0,3.0
13659,4.1,2.5,2.8,379.0,3.0
13660,4.0,-1.2,4.0,383.0,3.0
13661,3.9,0.2,3.8,382.0,7.0
13662,3.8,-1.4,4.3,369.0,7.0
13663,3.8,0.1,4.1,367.0,7.0
13664,3.6,-0.8,3.7,361.0,7.0
13665,3.3,-0.8,3.9,379.0,7.0
13666,3.2,-0.7,3.8,376.0,7.0
13667,2.4,0.4,3.8,370.0,7.0
13668,3.2,-0.4,3.2,358.0,7.0
13669,2.7,0.2,3.9,360.0,7.0
13670,3.0,-0.3,3.8,362.0,7.0
13671,3.4,1.9,4.4,381.0,7.0
13672,3.0,1.5,4.3,367.0,7.0
13674,4.1,1.7,3.4,364.0,3.0
13675,4.4,0.8,4.0,379.0,3.0
13676,4.3,0.6,4.3,373.0,13.0
13677,3.9,0.5,4.6,368.0,13.0
13678,3.2,0.2,4.7,365.0,13.0
13679,3.8,2.2,5.1,365.0,3.0
13680,5.1,2.3,5.0,363.0,3.0
13681,4.6,1.0,4.5,360.0,3.0
13682,4.5,-0.7,5.2,361.0,10.0
13683,5.2,-0.1,5.0,359.0,10.0
13684,5.3,-1.5,5.0,354.0,10.0
13685,5.4,-1.4,4.8,362.0,7.0
13686,5.5,-1.4,4.1,365.0,7.0
13687,5.4,-1.5,4.2,361.0,7.0
13688,5.3,-1.8,4.4,358.0,7.0
13689,5.1,-2.6,5.0,356.0,7.0
13690,5.3,-2.7,4.4,356.0,7.0
13691,5.1,-2.3,4.7,356.0,3.0
13692,5.0,-2.3,4.7,354.0,3.0
13693,4.8,-2.2,4.5,348.0,3.0
13694,4.4,-1.3,5.1,336.0,7.0
13695,4.2,-0.3,5.2,334.0,7.0
13696,4.2,0.3,5.2,329.0,7.0
13697,5.2,-0.8,4.9,331.0,3.0
13698,5.6,-1.5,5.4,332.0,3.0
13699,5.9,-2.3,5.6,328.0,3.0
13700,5.8,-1.7,5.1,322.0,13.0
13701,4.6,-0.1,5.3,314.0,13.0
13702,4.4,1.2,5.6,312.0,13.0
13703,4.3,1.9,5.4,309.0,3.0
13704,4.2,-0.5,5.3,313.0,3.0
13705,4.1,-1.4,4.7,319.0,3.0
13706,3.9,0.2,4.8,313.0,7.0
13707,3.7,1.3,4.7,316.0,7.0
13709,3.2,-0.3,4.1,322.0,3.0
13710,3.2,-1.3,4.2,329.0,3.0
13711,3.4,-0.8,4.7,347.0,3.0
13712,4.2,-0.2,4.8,357.0,3.0
13713,4.3,0.8,5.0,351.0,3.0
13714,4.5,0.4,5.0,346.0,3.0
13715,4.4,0.1,4.8,341.0,3.0
13716,4.1,-0.6,4.7,329.0,3.0
13717,3.8,-0.3,4.5,322.0,3.0
13718,3.6,0.9,3.9,317.0,3.0
13719,3.6,1.3,3.5,317.0,3.0
13720,3.5,1.9,3.8,318.0,3.0
13721,3.6,2.0,3.6,317.0,3.0
13722,3.8,-0.4,4.1,332.0,3.0
13723,4.1,-0.1,4.1,340.0,3.0
13725,3.4,0.1,4.8,334.0,10.0
13726,3.4,-2.0,4.7,340.0,10.0
13727,3.6,-1.3,4.4,347.0,7.0
13729,3.6,-2.8,4.6,349.0,7.0
13730,3.7,-2.5,4.4,353.0,10.0
13731,3.5,-2.3,4.9,350.0,10.0
13732,3.2,-0.7,4.5,337.0,10.0
13733,2.8,-0.5,4.3,330.0,7.0
13734,3.4,0.5,3.3,335.0,7.0
13735,2.8,-0.2,4.2,335.0,7.0
13736,2.8,-0.2,4.3,328.0,3.0
13737,2.3,-0.3,5.4,333.0,3.0
13738,2.5,-0.9,5.0,327.0,3.0
13739,2.9,-0.5,3.6,314.0,7.0
13740,2.1,-0.2,5.1,311.0,7.0
13741,2.4,0.8,5.5,318.0,7.0
13742,2.5,-0.2,6.4,307.0,3.0
13743,2.7,-0.3,7.3,310.0,3.0
13744,2.9,-0.2,7.5,309.0,3.0
13746,3.4,-1.3,8.2,315.0,10.0
13747,3.9,-1.8,7.8,320.0,10.0
13749,3.4,0.4,8.4,323.0,10.0
13750,2.6,0.4,12.0,325.0,10.0
13751,3.5,0.6,12.4,328.0,0.0
13752,3.8,1.4,11.4,329.0,0.0
13753,2.9,1.2,12.0,330.0,0.0
13754,2.1,0.5,13.1,327.0,3.0
13755,1.9,0.3,13.3,322.0,3.0
13756,1.8,0.2,12.6,321.0,3.0
13757,2.4,-0.3,11.4,325.0,10.0
13758,2.3,-0.8,12.2,324.0,10.0
13759,4.4,-0.7,9.2,327.0,10.0
13760,3.5,1.4,11.9,322.0,13.0
13761,3.4,1.0,13.5,319.0,13.0
13762,3.6,0.3,15.5,318.0,13.0
13763,5.6,-0.4,7.9,318.0,7.0
13764,4.3,-1.4,9.8,312.0,7.0
13765,2.9,-1.8,12.4,310.0,7.0
13766,3.4,0.3,12.0,319.0,10.0
13767,3.3,0.8,12.1,325.0,10.0
13768,4.0,-0.3,10.6,319.0,10.0
13769,4.1,-0.1,14.7,317.0,10.0
13770,6.3,2.6,17.2,327.0,10.0
13771,7.2,4.4,24.2,328.0,10.0
13772,8.6,5.6,27.3,329.0,27.0
13773,9.9,5.8,23.6,332.0,27.0
13774,12.5,-6.0,17.3,338.0,27.0
13775,13.5,-4.7,26.4,337.0,37.0
13776,9.8,-2.8,38.6,341.0,37.0
13777,7.7,-4.6,44.7,344.0,37.0
13778,12.9,-0.4,26.9,351.0,30.0
13779,14.3,7.3,24.4,355.0,30.0
13780,11.8,2.5,21.8,367.0,30.0
13781,10.4,-2.7,11.3,400.0,27.0
13782,10.2,-1.3,11.6,421.0,27.0
13783,13.9,4.6,8.9,412.0,27.0
13784,14.5,3.0,8.5,419.0,23.0
13785,14.3,2.8,8.1,424.0,23.0
13786,15.3,8.9,8.0,448.0,23.0
13787,12.5,7.5,9.3,465.0,20.0
13788,12.1,9.9,8.1,473.0,20.0
13789,7.2,4.0,6.2,499.0,20.0
13790,5.7,-1.2,4.4,526.0,27.0
13791,5.4,-0.9,4.2,511.0,27.0
13792,5.9,-4.2,3.7,533.0,27.0
13793,6.7,-5.3,3.8,516.0,37.0
13794,5.4,2.3,3.5,512.0,37.0
13795,5.0,2.1,3.3,513.0,37.0
13796,4.6,2.7,2.5,519.0,10.0
13797,4.6,-0.7,2.3,512.0,10.0
13798,4.5,-0.2,2.3,534.0,10.0
13799,4.4,-0.6,2.1,537.0,20.0
13800,4.3,0.6,2.3,567.0,20.0
13801,4.9,-1.7,2.0,540.0,20.0
13802,5.1,-2.4,1.9,537.0,30.0
13803,5.4,-2.3,2.1,542.0,30.0
13804,4.9,-1.0,2.2,528.0,30.0
13805,5.2,-1.5,2.0,515.0,23.0
13806,5.2,-2.0,1.9,508.0,23.0
13807,4.8,-0.9,1.7,513.0,23.0
13808,4.6,-0.3,1.9,526.0,17.0
13809,4.7,-1.2,1.9,517.0,17.0
13810,4.6,-0.7,1.9,519.0,17.0
13811,4.7,-0.2,1.9,516.0,13.0
13812,5.0,-1.6,2.1,524.0,13.0
13813,4.8,-1.1,2.2,522.0,13.0
13814,5.0,1.8,2.0,500.0,13.0
13815,5.1,-0.4,2.3,499.0,13.0
13816,5.3,0.1,2.4,513.0,13.0
13817,4.6,0.8,2.9,519.0,13.0
13818,5.2,-0.1,3.0,521.0,13.0
13819,5.6,-0.2,2.6,497.0,13.0
13820,5.1,0.7,2.7,479.0,23.0
13821,4.8,2.3,2.7,473.0,23.0
13822,5.0,0.1,2.4,475.0,23.0
13823,5.0,-0.5,2.6,473.0,3.0
13824,5.2,0.3,2.6,467.0,3.0
13825,5.1,0.4,2.2,452.0,3.0
13826,4.9,-0.2,2.2,448.0,13.0
13827,5.3,0.4,2.1,442.0,13.0
13828,5.4,-2.1,2.6,442.0,13.0
13829,4.8,-2.8,2.8,434.0,17.0
13830,4.1,-1.3,2.6,438.0,17.0
13831,3.5,1.6,3.1,458.0,17.0
13832,3.4,-0.8,3.0,457.0,17.0
13833,4.0,1.1,2.9,435.0,17.0
13834,4.8,1.1,3.7,442.0,17.0
13835,4.4,2.1,3.0,452.0,23.0
13836,4.7,3.1,3.1,475.0,23.0
13837,4.1,2.8,5.9,470.0,23.0
13838,3.8,0.6,8.4,485.0,17.0
13839,4.2,0.7,9.0,488.0,17.0
13840,4.3,1.2,9.7,488.0,17.0
13866,4.0,-1.3,5.1,430.0,17.0
13867,3.7,-0.6,4.6,430.0,17.0
13869,3.4,0.5,3.6,407.0,10.0
13870,2.6,0.1,3.4,412.0,10.0
13871,2.8,-0.7,3.2,414.0,10.0
13872,3.5,-1.1,3.3,408.0,10.0
13873,3.9,0.9,3.1,402.0,10.0
13874,3.5,2.5,3.1,400.0,3.0
13875,3.2,2.2,2.8,401.0,3.0
13876,3.2,1.8,2.6,406.0,3.0
13877,3.2,2.5,2.7,398.0,0.0
13878,3.1,1.7,3.1,396.0,0.0
13879,3.4,2.6,3.5,401.0,0.0
13880,3.6,2.3,3.7,405.0,7.0
13881,3.7,2.9,3.9,398.0,7.0
13882,3.3,0.9,4.1,398.0,7.0
13883,3.8,-0.9,3.9,402.0,10.0
13884,3.3,0.6,4.1,390.0,10.0
13885,3.6,-0.6,3.9,385.0,10.0
13886,3.6,-0.3,3.7,384.0,10.0
13887,3.3,-1.6,4.0,380.0,10.0
13888,3.2,-0.1,3.6,374.0,10.0
13889,3.2,0.8,4.0,381.0,13.0
13890,3.4,-1.0,4.1,387.0,13.0
13891,3.4,-0.7,4.0,387.0,13.0
13892,3.1,1.2,3.0,383.0,7.0
13893,2.9,-1.8,3.4,375.0,7.0
13894,2.9,-1.6,2.7,375.0,7.0
13895,2.6,-1.8,2.8,367.0,10.0
13896,2.6,-0.2,2.8,366.0,10.0
13897,3.1,1.0,2.4,367.0,10.0
13898,3.0,0.6,2.3,360.0,3.0
13899,3.0,-0.2,2.7,359.0,3.0
13900,2.6,0.3,2.9,362.0,3.0
13901,2.6,0.5,3.0,360.0,3.0
13902,2.8,0.2,3.1,358.0,3.0
13903,3.1,0.5,3.0,357.0,3.0
13904,3.2,-1.0,3.4,362.0,17.0
13905,5.0,0.6,7.4,382.0,17.0
13906,6.9,1.2,11.0,401.0,17.0
13907,8.5,-0.6,13.1,407.0,27.0
13908,8.0,-2.7,19.4,402.0,27.0
13909,8.4,-5.5,22.3,397.0,27.0
13910,9.1,-6.5,21.9,387.0,40.0
13911,9.8,-7.2,21.6,388.0,40.0
13912,10.2,-7.4,19.3,391.0,40.0
13913,11.4,-4.9,11.1,391.0,47.0
13914,12.5,-10.9,6.9,393.0,47.0
