,bt,bz,yogunluk,hız,kp
45010,7.9,6.9,2.2,466.0,7.0
45011,8.0,6.7,1.9,460.0,13.0
45012,7.9,6.8,2.6,458.0,13.0
45013,7.2,3.6,3.1,448.0,13.0
45014,6.1,-1.1,3.7,461.0,27.0
45015,6.7,-2.2,4.1,459.0,27.0
45016,6.9,-3.0,3.9,460.0,27.0
45017,7.1,3.1,3.8,441.0,20.0
45018,7.6,4.5,4.1,445.0,20.0
45019,7.8,3.6,4.2,437.0,20.0
45020,7.0,-4.9,5.0,469.0,43.0
45021,8.4,-7.3,5.0,476.0,43.0
45022,9.3,-9.0,5.1,477.0,43.0
45023,9.6,-8.8,6.1,482.0,50.0
45024,9.0,-4.1,6.8,484.0,50.0
45025,8.4,-3.4,6.3,518.0,50.0
45026,8.3,-0.4,5.6,500.0,33.0
45027,8.2,0.2,5.8,497.0,33.0
45028,8.8,-1.8,6.2,505.0,33.0
45029,8.6,-5.4,5.7,501.0,43.0
45030,8.3,-6.6,5.8,500.0,43.0
45031,7.9,1.1,6.2,479.0,43.0
45032,7.8,4.2,6.3,477.0,20.0
45033,8.1,6.9,6.6,491.0,20.0
45034,7.8,4.8,6.0,479.0,20.0
45035,8.0,1.4,6.2,467.0,17.0
45036,8.7,3.0,6.8,470.0,17.0
45037,8.5,2.1,6.5,469.0,17.0
45038,7.8,1.5,6.2,473.0,23.0
45039,7.0,1.6,5.2,448.0,23.0
45040,7.1,-4.6,5.7,457.0,23.0
45041,6.7,-1.4,5.4,436.0,40.0
45042,6.9,-3.2,5.8,435.0,40.0
45043,6.7,-1.5,5.7,424.0,40.0
45044,6.7,-5.5,6.0,452.0,30.0
45045,6.9,-5.2,5.5,449.0,30.0
45046,6.7,-4.0,5.4,434.0,30.0
45047,6.8,-3.0,4.5,445.0,33.0
45048,6.4,-4.0,4.6,453.0,33.0
45049,7.0,-1.5,3.3,449.0,33.0
45050,6.8,-1.7,3.1,453.0,27.0
45051,7.2,-0.2,2.2,459.0,27.0
45052,6.9,1.3,1.9,467.0,27.0
45053,5.8,0.1,2.5,469.0,13.0
45054,6.3,2.4,2.1,470.0,13.0
45055,6.2,2.0,1.9,477.0,13.0
45056,6.2,2.5,1.9,472.0,3.0
45057,5.9,0.9,1.8,470.0,3.0
45058,5.5,1.1,1.7,457.0,3.0
45059,5.3,1.5,1.9,421.0,13.0
45060,5.6,1.8,2.1,414.0,13.0
45061,4.8,4.5,3.2,427.0,13.0
45062,4.8,4.3,3.3,427.0,0.0
45063,4.8,4.4,3.3,411.0,0.0
45064,5.0,4.4,3.4,414.0,0.0
45065,4.9,3.8,3.2,409.0,0.0
45066,5.2,3.7,3.1,414.0,0.0
45067,5.5,3.9,3.7,408.0,0.0
45068,5.4,2.9,3.9,401.0,7.0
45069,4.9,-1.5,3.4,384.0,7.0
45070,4.8,-3.7,3.5,385.0,7.0
45071,4.6,-2.4,3.6,378.0,27.0
45072,5.0,-4.6,3.3,381.0,27.0
45073,5.1,-3.0,3.0,364.0,27.0
45074,4.9,0.5,2.8,359.0,7.0
45076,5.1,-0.8,2.3,338.0,7.0
45077,5.1,-1.6,2.8,358.0,7.0
45078,5.1,-1.6,3.1,360.0,7.0
45079,5.2,0.8,2.6,331.0,7.0
45080,5.3,0.7,2.9,337.0,3.0
45081,5.2,0.2,3.0,338.0,3.0
45082,5.4,-0.8,3.2,337.0,3.0
45083,5.2,-2.5,3.3,339.0,10.0
45084,5.2,-1.3,3.4,335.0,10.0
45085,5.3,0.2,3.4,327.0,10.0
45086,5.2,-1.9,3.7,330.0,7.0
45087,5.3,-0.5,3.5,323.0,7.0
45088,5.3,-1.0,3.5,319.0,7.0
45089,5.2,-0.5,4.6,330.0,3.0
45090,5.2,-1.8,4.6,327.0,3.0
45091,5.4,-2.2,4.8,322.0,3.0
45092,5.6,-3.1,5.2,324.0,17.0
45093,5.6,-4.9,5.6,331.0,17.0
45094,6.1,-4.2,6.0,325.0,17.0
45095,6.6,-3.9,6.3,325.0,27.0
45096,6.0,-4.6,6.7,329.0,27.0
45097,5.9,-2.0,6.1,318.0,27.0
45098,5.9,1.0,6.4,316.0,3.0
45099,5.8,1.4,7.0,321.0,3.0
45100,5.9,1.7,6.8,313.0,3.0
45101,6.4,2.9,7.4,320.0,3.0
45102,6.7,2.9,7.0,311.0,3.0
45103,6.7,-2.1,6.5,311.0,3.0
45104,6.7,-3.5,7.2,315.0,13.0
45105,6.3,-3.3,7.1,309.0,13.0
45106,5.3,-2.8,7.7,310.0,13.0
45107,5.4,-4.3,8.8,311.0,20.0
45108,5.1,-2.9,9.0,309.0,20.0
45109,4.8,0.6,8.6,306.0,20.0
45110,5.1,1.2,8.2,308.0,7.0
45111,5.7,0.8,8.9,311.0,7.0
45112,7.1,2.9,10.2,315.0,7.0
45113,6.9,3.0,11.0,315.0,7.0
45114,4.8,-0.1,14.4,313.0,7.0
45115,4.6,1.2,15.2,312.0,7.0
45116,4.0,-2.8,14.7,312.0,23.0
45117,5.2,-4.5,12.7,309.0,23.0
45118,6.2,-5.4,11.4,310.0,23.0
45119,6.0,-2.3,12.2,307.0,27.0
45120,6.1,-3.7,12.0,304.0,27.0
45121,5.5,-3.0,13.6,303.0,27.0
45122,4.6,-2.9,16.0,304.0,17.0
45123,4.4,-0.4,15.5,312.0,17.0
45124,3.8,-1.1,15.9,312.0,17.0
45125,4.1,-0.3,14.7,313.0,10.0
45126,4.1,-1.1,13.6,306.0,10.0
45127,5.7,1.5,8.6,316.0,10.0
45128,5.5,1.5,7.7,310.0,7.0
45129,5.5,-0.4,7.5,307.0,7.0
45130,5.4,0.1,7.7,308.0,7.0
45131,4.9,0.4,8.4,310.0,3.0
45132,5.4,1.8,8.1,308.0,3.0
45133,5.5,1.5,8.0,307.0,3.0
45134,5.6,0.7,7.7,304.0,7.0
45135,5.1,2.5,8.3,310.0,7.0
45136,6.2,4.1,9.5,311.0,7.0
45137,5.3,3.8,10.1,324.0,7.0
45138,4.0,3.1,11.3,333.0,7.0
45139,5.1,3.0,12.0,333.0,7.0
45140,8.4,1.7,11.3,328.0,30.0
45141,8.1,-2.7,12.8,327.0,30.0
45142,10.8,-7.7,16.9,348.0,30.0
45143,11.2,2.4,16.6,338.0,30.0
45144,12.3,5.9,18.8,342.0,30.0
45145,14.5,8.0,21.4,339.0,30.0
45146,14.7,8.9,18.2,321.0,10.0
45147,12.5,8.9,20.5,330.0,10.0
45148,11.6,6.4,23.3,341.0,10.0
45149,12.3,5.9,20.7,324.0,13.0
45150,12.5,7.0,20.5,321.0,13.0
45151,12.9,10.1,20.0,319.0,13.0
45152,8.9,-0.2,31.1,351.0,30.0
45153,4.3,-2.6,37.9,358.0,30.0
45154,6.8,-4.0,30.7,358.0,30.0
45155,10.0,-0.9,29.9,355.0,30.0
45156,11.4,-1.9,22.1,352.0,30.0
45157,13.2,1.1,13.7,347.0,30.0
45158,13.3,-0.1,12.6,350.0,20.0
45159,13.2,0.2,11.3,357.0,20.0
45160,12.7,-6.0,14.0,363.0,20.0
45161,13.1,-10.3,16.1,379.0,47.0
45162,12.9,-7.5,14.9,400.0,47.0
45163,12.0,2.2,20.5,431.0,47.0
45164,15.6,6.9,11.5,410.0,27.0
45165,16.8,8.1,9.0,398.0,27.0
45166,17.0,8.4,9.9,410.0,27.0
45167,15.5,9.2,11.1,408.0,13.0
45168,13.0,8.2,13.0,401.0,13.0
45169,12.1,7.7,14.4,403.0,13.0
45170,11.5,6.1,12.1,386.0,10.0
45171,10.7,4.8,10.5,379.0,10.0
45172,10.0,7.1,17.1,385.0,10.0
45173,9.2,4.7,21.5,380.0,20.0
45174,6.3,2.7,22.5,365.0,20.0
45175,9.4,6.3,21.3,361.0,20.0
45176,12.5,10.8,14.8,371.0,13.0
45177,11.9,8.0,15.1,374.0,13.0
45178,12.1,-0.1,9.3,368.0,13.0
45179,11.2,2.7,7.6,375.0,13.0
45180,11.1,4.6,6.6,376.0,13.0
45181,11.6,4.3,7.0,367.0,13.0
45182,12.0,0.6,7.2,359.0,17.0
45183,12.1,-1.8,7.2,361.0,17.0
45184,12.1,-1.1,7.3,356.0,17.0
45185,12.3,4.1,7.0,364.0,27.0
45186,11.9,0.6,6.9,377.0,27.0
45187,11.9,-2.5,6.2,363.0,27.0
45188,11.6,-2.7,6.0,356.0,30.0
45189,11.0,-1.0,9.7,355.0,30.0
45190,10.3,-5.6,9.6,355.0,30.0
45191,10.4,-4.5,11.1,340.0,30.0
45192,10.6,-5.3,8.5,341.0,30.0
45193,9.8,-2.2,9.5,348.0,30.0
45194,10.6,-4.1,9.1,364.0,33.0
45195,11.5,-5.7,7.4,355.0,33.0
45196,9.9,-1.6,12.7,396.0,33.0
45197,8.9,-4.2,18.5,404.0,30.0
45198,12.8,-3.5,15.6,390.0,30.0
45199,14.2,4.0,14.5,392.0,30.0
45200,14.1,2.2,15.6,391.0,23.0
45201,14.2,-0.9,15.3,391.0,23.0
45202,15.4,0.2,14.4,380.0,23.0
45203,16.8,6.7,16.1,387.0,30.0
45204,17.1,12.1,13.8,432.0,30.0
45205,13.9,-1.6,8.8,482.0,30.0
45206,14.0,-1.5,8.4,473.0,33.0
45207,14.4,-2.1,8.3,486.0,33.0
45208,14.2,-4.7,8.6,521.0,33.0
45209,13.4,2.7,7.4,502.0,30.0
45210,13.1,4.1,6.6,501.0,30.0
45211,13.8,0.7,7.4,517.0,30.0
45212,13.5,7.5,7.0,540.0,20.0
45213,12.6,-2.1,6.3,563.0,20.0
45214,11.9,-5.7,6.6,577.0,20.0
45215,11.8,-1.0,6.5,557.0,40.0
45216,11.8,0.5,5.5,564.0,40.0
45217,11.6,-0.5,5.8,578.0,40.0
45218,11.5,-2.6,6.3,574.0,43.0
45219,11.5,0.3,5.5,559.0,43.0
45220,11.2,-0.6,6.0,582.0,43.0
45221,11.0,-0.1,6.2,564.0,33.0
45222,11.8,-3.9,5.9,546.0,33.0
45223,11.9,1.4,6.8,553.0,33.0
45224,11.8,-0.1,6.8,550.0,57.0
45225,11.3,-6.1,5.6,568.0,57.0
45226,11.1,-2.8,5.8,580.0,57.0
45227,11.2,0.3,5.4,562.0,37.0
45228,11.7,1.6,5.4,548.0,37.0
45229,11.6,-1.2,5.3,541.0,37.0
45230,11.6,-0.9,6.3,554.0,43.0
45231,11.8,3.8,6.6,584.0,43.0
45232,12.1,1.8,6.3,556.0,43.0
45233,12.2,-1.2,6.5,564.0,33.0
45234,12.1,-0.3,6.3,568.0,33.0
45235,12.1,-0.6,6.1,560.0,33.0
45236,12.8,2.2,5.8,563.0,40.0
45237,12.4,2.2,5.4,554.0,40.0
45238,11.8,-4.5,5.8,601.0,40.0
45239,11.8,-3.6,5.7,595.0,50.0
45240,11.0,-1.6,6.4,602.0,50.0
45241,11.0,1.8,6.1,591.0,50.0
45242,11.4,-0.3,6.6,613.0,37.0
45243,12.5,1.8,5.4,578.0,37.0
45244,11.4,2.4,4.9,584.0,37.0
45245,11.6,-2.3,5.6,602.0,47.0
45246,10.9,-0.5,5.6,618.0,47.0
45247,10.9,3.1,5.5,626.0,47.0
45248,10.5,-0.2,5.6,623.0,43.0
45249,10.2,-3.0,6.0,652.0,43.0
45250,10.1,3.5,5.5,671.0,43.0
45251,10.4,3.4,4.9,718.0,47.0
45252,9.5,0.6,4.6,701.0,47.0
45253,9.5,2.6,4.6,712.0,47.0
45254,9.7,1.3,4.2,696.0,43.0
45255,10.3,-0.7,3.1,715.0,43.0
45256,9.3,3.5,3.7,745.0,43.0
45257,8.1,0.7,4.0,760.0,40.0
45258,8.0,2.0,4.0,747.0,40.0
45259,7.7,2.3,3.4,727.0,40.0
45260,7.6,2.7,3.4,722.0,27.0
45261,7.5,1.0,3.3,694.0,27.0
45262,8.1,3.0,2.4,698.0,27.0
45263,7.7,3.8,2.7,705.0,23.0
45264,7.6,3.4,2.6,690.0,23.0
45265,6.9,1.6,3.5,710.0,23.0
45266,6.1,-1.1,4.1,715.0,37.0
45267,5.8,-1.9,4.5,713.0,37.0
45268,5.4,-2.2,4.5,714.0,37.0
45269,4.9,0.3,4.3,699.0,40.0
45270,5.4,-1.3,4.6,692.0,40.0
45271,5.6,-2.9,4.7,693.0,40.0
45272,5.4,-1.0,4.3,685.0,37.0
45273,5.2,-2.1,4.3,690.0,37.0
45274,4.6,1.3,4.5,710.0,37.0
45275,4.6,-1.1,4.3,691.0,37.0
45276,4.3,0.9,3.7,683.0,37.0
45277,4.2,1.7,3.3,700.0,37.0
45278,4.8,2.8,2.9,683.0,17.0
45279,4.3,3.2,3.0,678.0,17.0
45280,4.9,0.5,3.2,646.0,17.0
45281,3.8,0.4,3.2,660.0,33.0
45282,4.4,-1.6,2.9,665.0,33.0
45283,4.7,-3.3,2.4,659.0,33.0
45284,4.2,-0.2,2.3,646.0,30.0
45285,3.8,1.1,2.0,638.0,30.0
45286,3.7,0.3,1.9,619.0,30.0
45287,2.5,1.6,2.4,598.0,13.0
45288,3.0,1.4,2.2,593.0,13.0
45289,2.8,1.7,2.6,574.0,13.0
45290,2.7,0.9,2.0,576.0,20.0
45291,2.8,-0.2,2.7,569.0,20.0
45302,3.7,2.8,6.1,509.0,10.0
45303,4.4,3.4,5.8,507.0,10.0
45304,4.4,2.9,5.6,505.0,10.0
45305,5.4,4.1,4.2,492.0,3.0
45306,5.4,1.4,4.4,476.0,3.0
45307,5.9,3.4,4.1,475.0,3.0
45308,6.4,3.5,3.8,483.0,0.0
45309,6.2,4.7,3.6,487.0,0.0
45310,5.5,2.9,4.0,479.0,0.0
45311,5.7,-1.9,4.1,462.0,13.0
45312,5.8,2.9,4.1,473.0,13.0
45313,5.5,3.2,4.3,488.0,13.0
45314,5.6,2.4,4.3,489.0,10.0
45315,5.8,-0.3,4.4,471.0,10.0
45316,6.2,4.5,4.9,473.0,10.0
45317,6.9,4.4,4.3,490.0,7.0
45318,7.3,2.9,3.8,492.0,7.0
45319,7.6,5.7,3.9,480.0,7.0
45320,7.6,2.6,3.8,498.0,13.0
45321,8.2,2.3,3.6,500.0,13.0
45322,8.5,3.8,3.5,489.0,13.0
45323,8.5,4.7,3.6,480.0,7.0
45324,7.7,5.0,4.1,474.0,7.0
45325,6.9,5.4,4.5,480.0,7.0
45326,6.0,2.7,4.4,479.0,10.0
45327,5.7,3.6,4.8,480.0,10.0
45328,5.8,0.1,4.6,480.0,10.0
45329,6.2,2.0,4.6,477.0,10.0
45330,5.7,2.0,5.1,475.0,10.0
45331,4.5,0.3,5.0,486.0,10.0
45332,5.0,1.5,5.0,475.0,10.0
45333,5.3,1.4,4.9,491.0,10.0
45334,5.7,2.5,5.3,494.0,10.0
45335,5.9,2.6,5.5,496.0,10.0
45336,6.5,1.5,4.5,503.0,10.0
45337,6.1,-0.7,3.8,466.0,10.0
45338,5.8,0.3,4.1,450.0,23.0
45339,6.2,1.0,4.0,490.0,23.0
45340,7.1,2.2,2.5,490.0,23.0
45341,7.7,4.3,1.8,501.0,17.0
45342,7.7,5.3,2.0,491.0,17.0
45343,7.2,2.3,2.0,508.0,17.0
45344,6.9,4.2,1.8,484.0,13.0
45345,6.5,0.7,1.9,491.0,13.0
45346,6.3,2.3,2.0,483.0,13.0
45347,6.1,0.6,1.9,474.0,13.0
45348,5.4,-0.1,2.0,478.0,13.0
45349,4.8,-0.8,2.8,483.0,13.0
45350,5.0,1.3,2.8,466.0,17.0
45351,4.6,1.3,3.7,469.0,17.0
45352,4.8,1.1,3.5,489.0,17.0
45354,6.2,0.2,5.6,481.0,27.0
45355,7.5,-5.9,5.8,478.0,27.0
45356,8.2,-7.3,6.0,481.0,43.0
45357,7.9,-5.4,5.8,490.0,43.0
45358,8.0,1.2,5.2,488.0,43.0
45359,7.6,0.7,5.3,485.0,33.0
45360,6.8,-3.9,5.3,493.0,33.0
45361,7.1,-0.2,4.8,495.0,33.0
45362,7.8,0.9,5.7,476.0,30.0
45363,7.2,-1.3,6.0,467.0,30.0
45364,6.9,-1.8,6.2,462.0,30.0
45365,6.8,-1.0,7.8,441.0,23.0
45366,6.7,0.1,8.1,462.0,23.0
45367,6.6,1.0,8.0,450.0,23.0
45368,6.6,-2.3,8.9,440.0,20.0
45369,6.7,3.6,8.7,429.0,20.0
45370,6.7,1.1,8.1,437.0,20.0
45371,7.3,2.5,8.0,435.0,17.0
45372,7.4,3.0,7.7,426.0,17.0
45373,7.4,3.1,7.8,423.0,17.0
45374,6.9,-3.6,7.9,429.0,27.0
45375,5.8,2.4,9.4,411.0,27.0
45376,6.2,1.6,9.4,415.0,27.0
45377,7.0,0.4,9.5,427.0,17.0
45378,6.5,2.2,9.8,427.0,17.0
45379,5.4,2.9,9.4,430.0,17.0
45380,5.1,1.8,9.4,431.0,20.0
45381,5.5,-0.7,9.1,431.0,20.0
45382,5.5,3.2,9.1,432.0,20.0
45383,5.8,1.4,8.9,435.0,20.0
45384,6.5,-1.2,8.5,433.0,20.0
45385,6.1,2.2,8.3,420.0,20.0
45386,6.8,2.3,7.4,413.0,13.0
45387,5.9,-0.2,7.5,420.0,13.0
45388,5.8,0.5,7.3,431.0,13.0
45389,6.8,4.3,6.5,434.0,23.0
45390,7.1,3.9,6.8,421.0,23.0
45391,7.0,1.1,6.9,419.0,23.0
45392,7.3,3.9,5.6,399.0,13.0
45393,6.9,4.5,4.7,401.0,13.0
45395,6.7,1.6,4.4,381.0,7.0
45396,7.0,3.8,4.9,394.0,7.0
45397,7.3,4.4,5.1,396.0,7.0
45398,7.2,4.4,5.1,395.0,13.0
45399,6.8,2.7,4.9,393.0,13.0
45400,6.1,-1.5,5.2,405.0,13.0
45401,6.0,0.2,5.6,403.0,23.0
45402,6.9,-4.7,5.6,406.0,23.0
45403,6.9,1.3,5.3,392.0,23.0
45404,7.5,5.1,5.7,398.0,10.0
45405,7.6,5.8,6.0,400.0,10.0
45406,7.5,5.2,6.2,409.0,10.0
45407,7.5,3.6,6.0,394.0,7.0
45408,7.3,3.5,5.9,388.0,7.0
45409,7.1,1.3,6.3,388.0,7.0
45410,6.9,-3.6,6.9,394.0,27.0
45411,7.2,-3.0,6.5,375.0,27.0
45412,7.2,-0.6,6.6,379.0,27.0
45413,6.8,1.5,6.7,378.0,27.0
45414,7.5,-3.6,7.1,400.0,27.0
45415,7.9,-1.0,6.6,372.0,27.0
45416,7.9,-1.1,6.2,377.0,30.0
45417,8.7,-1.2,5.8,377.0,30.0
45418,8.6,1.8,6.2,395.0,30.0
45419,7.2,0.3,6.7,405.0,20.0
45420,7.6,3.7,6.7,403.0,20.0
45421,7.3,-1.9,6.8,403.0,20.0
45422,7.6,0.6,7.8,399.0,30.0
45423,8.0,-4.9,8.2,400.0,30.0
45424,7.6,1.1,8.9,398.0,30.0
45425,6.4,-0.3,10.1,402.0,23.0
45426,6.7,1.0,9.9,394.0,23.0
45427,6.7,2.1,10.0,395.0,23.0
45428,6.9,2.8,10.9,392.0,7.0
45429,6.9,1.8,11.3,399.0,7.0
45430,7.1,2.1,11.6,391.0,7.0
45431,7.3,3.4,12.3,395.0,17.0
45432,6.8,1.4,16.0,401.0,17.0
45433,5.5,2.3,22.1,406.0,17.0
45434,6.5,-1.2,27.7,416.0,30.0
45435,5.0,0.2,28.5,409.0,30.0
45436,6.9,0.2,31.6,414.0,30.0
45437,10.9,-3.5,18.3,418.0,30.0
45438,11.9,-4.7,12.7,450.0,30.0
45439,11.0,-2.4,10.8,466.0,30.0
45440,13.0,-5.6,6.6,476.0,37.0
45441,10.9,-1.3,9.7,451.0,37.0
45442,14.3,-1.2,6.9,445.0,37.0
45443,15.1,0.3,5.7,458.0,23.0
45444,14.0,1.6,4.8,433.0,23.0
45445,13.8,1.1,5.1,426.0,23.0
45446,11.6,2.1,14.8,410.0,33.0
45447,13.8,-3.0,13.6,442.0,33.0
45448,15.9,-5.6,3.8,541.0,33.0
45449,15.1,-9.1,3.6,551.0,47.0
45450,14.2,-9.0,4.3,533.0,47.0
45451,14.9,-9.1,4.6,518.0,47.0
45452,15.6,-8.5,4.8,472.0,50.0
45453,12.5,-8.9,12.6,439.0,50.0
45454,11.2,-5.6,11.5,469.0,50.0
45455,13.6,-2.1,7.8,502.0,47.0
45456,13.1,-4.1,8.5,515.0,47.0
45457,13.3,-5.9,8.9,527.0,47.0
45458,14.0,-1.9,10.1,516.0,57.0
45459,14.1,3.0,10.0,512.0,57.0
45460,13.5,-4.0,7.3,536.0,57.0
45461,13.0,2.7,5.7,575.0,40.0
45462,13.3,-0.6,4.9,537.0,40.0
45463,10.4,-2.1,4.8,592.0,40.0
45464,9.2,-5.5,3.6,610.0,50.0
45465,8.0,-3.9,3.1,643.0,50.0
45466,7.0,-3.0,2.7,633.0,50.0
45467,6.8,2.1,2.4,623.0,40.0
45468,6.8,-1.1,2.3,628.0,40.0
45469,6.5,-0.3,2.3,641.0,40.0
45470,6.5,-1.3,1.9,616.0,30.0
45471,6.5,2.2,1.9,620.0,30.0
45472,6.2,1.4,1.9,631.0,30.0
45473,6.2,0.3,1.6,604.0,23.0
45474,6.0,-1.3,1.6,614.0,23.0
45475,5.7,-1.0,1.5,592.0,23.0
45476,5.6,-3.5,1.4,594.0,33.0
45477,5.8,-1.3,1.7,593.0,33.0
45478,6.0,0.6,1.8,596.0,33.0
45479,5.8,-1.3,1.7,587.0,23.0
45480,5.6,0.4,1.7,578.0,23.0
45481,5.5,2.4,1.8,557.0,23.0
45482,5.3,0.4,2.0,572.0,17.0
45483,4.9,1.1,2.0,557.0,17.0
45484,5.2,-1.0,1.9,535.0,17.0
45485,5.0,0.1,2.2,592.0,20.0
45486,4.5,0.6,2.0,585.0,20.0
45487,4.6,-2.1,1.7,543.0,20.0
45488,4.4,-1.2,1.2,517.0,23.0
45489,4.6,-2.0,1.7,555.0,23.0
45490,4.5,-0.8,1.7,547.0,23.0
45491,4.3,-0.3,1.7,535.0,23.0
45492,4.5,0.7,2.0,561.0,23.0
45493,5.1,-0.9,2.1,552.0,23.0
45494,4.7,1.1,2.3,536.0,27.0
45495,4.8,1.0,2.4,540.0,27.0
45496,5.0,0.4,2.2,520.0,27.0
45497,5.2,2.0,2.5,509.0,13.0
45498,5.3,0.3,2.5,496.0,13.0
45499,5.5,-1.5,2.4,525.0,13.0
45500,5.3,-2.0,2.3,516.0,23.0
45501,4.9,-2.8,2.2,514.0,23.0
45502,5.0,1.2,2.4,461.0,23.0
45503,5.4,-0.9,1.8,436.0,20.0
45504,5.3,-1.8,1.7,438.0,20.0
45505,5.2,-1.2,1.6,423.0,20.0
45506,5.0,-2.2,1.7,443.0,23.0
45507,5.1,-2.4,2.0,488.0,23.0
45508,5.3,-2.8,2.0,491.0,23.0
45509,5.3,-1.3,2.0,485.0,20.0
45510,5.6,-1.5,1.9,467.0,20.0
45511,6.2,-2.5,1.9,482.0,20.0
45512,6.0,-3.7,1.9,486.0,27.0
45513,6.0,-0.5,1.8,486.0,27.0
45514,6.0,-1.5,1.8,442.0,27.0
45515,6.2,1.3,2.1,452.0,27.0
45516,6.4,-0.4,2.1,466.0,27.0
45517,6.5,-0.4,1.6,412.0,27.0
45518,6.8,-1.0,2.5,443.0,17.0
45519,7.4,-0.5,2.1,436.0,17.0
45520,7.7,-0.6,1.8,431.0,17.0
45521,7.6,0.1,1.7,400.0,13.0
45522,7.8,-0.6,1.8,416.0,13.0
45523,7.9,-0.6,2.1,422.0,13.0
45524,8.5,-1.3,1.8,413.0,27.0
45525,8.5,-5.2,1.7,403.0,27.0
45526,8.6,-7.4,1.8,421.0,27.0
45527,9.1,-6.1,1.7,391.0,37.0
45528,9.2,-5.2,1.5,391.0,37.0
45529,9.2,-7.1,1.5,391.0,37.0
45530,9.7,-7.9,1.4,411.0,33.0
45531,9.7,-5.8,1.3,378.0,33.0
45532,9.9,-5.7,1.4,416.0,33.0
45533,10.9,-2.9,1.7,481.0,30.0
45534,11.2,2.5,1.8,493.0,30.0
45535,11.4,2.5,2.3,482.0,30.0
45536,12.0,-7.1,1.7,473.0,40.0
45537,11.0,-9.5,2.1,458.0,40.0
45538,10.7,-7.9,1.7,465.0,40.0
45539,10.8,-8.3,1.5,457.0,43.0
45540,10.6,-10.0,1.6,453.0,43.0
45541,10.0,-5.9,1.4,449.0,43.0
45542,10.3,-4.9,2.1,445.0,50.0
45543,10.1,-5.8,2.8,489.0,50.0
45544,9.9,-9.1,2.7,514.0,50.0
45545,9.9,-8.8,2.8,507.0,50.0
45546,9.5,-6.8,3.1,504.0,50.0
45547,9.1,-2.4,4.0,503.0,50.0
45548,7.8,-0.3,4.5,501.0,43.0
45549,7.5,-4.4,4.9,516.0,43.0
45550,7.6,-6.2,4.9,555.0,43.0
45551,7.5,-4.7,4.7,542.0,50.0
45552,7.3,2.9,5.4,542.0,50.0
45553,7.3,-1.7,5.6,548.0,50.0
45554,7.0,-6.2,5.5,557.0,47.0
45555,6.9,-2.2,6.0,554.0,47.0
45556,7.6,3.1,5.6,538.0,47.0
45557,7.1,-3.9,5.6,529.0,50.0
45558,7.3,-2.8,5.2,498.0,50.0
45559,7.9,-4.4,5.3,513.0,50.0
45560,7.7,-3.6,5.7,514.0,43.0
45561,7.7,-4.5,5.6,520.0,43.0
45562,7.7,-6.3,6.1,534.0,43.0
45563,7.5,-5.5,6.3,536.0,50.0
45564,7.3,2.6,6.0,514.0,50.0
45565,7.3,-0.2,5.7,488.0,50.0
45566,7.3,1.9,5.8,503.0,37.0
45567,7.5,-2.3,6.4,509.0,37.0
45568,7.9,2.1,5.9,507.0,37.0
45569,8.1,-4.1,4.7,525.0,43.0
45570,8.3,-6.2,4.6,529.0,43.0
45571,8.1,-1.0,5.0,522.0,43.0
45572,7.9,1.6,5.1,523.0,37.0
45573,7.8,-4.3,4.9,530.0,37.0
45574,7.7,-2.0,4.7,525.0,37.0
45575,7.8,-3.7,4.9,533.0,53.0
45576,7.4,-5.7,5.2,545.0,53.0
45577,7.2,-2.0,5.0,532.0,53.0
45578,7.1,-1.2,5.4,536.0,27.0
45579,7.2,1.1,5.4,530.0,27.0
45580,7.2,-1.6,5.2,519.0,27.0
45581,7.5,-0.1,5.3,519.0,33.0
45582,7.1,-1.2,4.9,532.0,33.0
45583,7.1,-0.9,4.2,534.0,33.0
45584,7.2,2.0,4.2,542.0,30.0
45585,7.1,-4.6,4.4,562.0,30.0
45586,7.2,0.9,4.3,539.0,30.0
45587,6.6,3.0,4.7,559.0,30.0
45588,5.6,-2.6,5.0,570.0,30.0
45589,5.8,-3.0,4.8,564.0,30.0
45590,5.8,-1.5,4.7,558.0,37.0
45591,5.6,-0.4,4.6,558.0,37.0
45592,5.7,0.7,4.5,550.0,37.0
45593,6.0,-0.7,4.3,539.0,30.0
45594,6.2,-1.6,4.3,551.0,30.0
45595,6.2,-0.2,4.3,556.0,30.0
45596,6.2,2.2,4.1,526.0,33.0
45597,6.1,-2.2,4.2,540.0,33.0
45598,5.8,-2.0,4.3,539.0,33.0
45599,5.9,0.7,4.1,517.0,40.0
45600,6.0,2.4,4.1,520.0,40.0
45601,6.0,-1.9,3.8,518.0,40.0
45602,6.1,-2.8,3.6,529.0,33.0
45603,5.7,-0.8,3.3,515.0,33.0
45604,5.6,-2.5,3.4,520.0,33.0
45605,5.8,-3.3,3.0,544.0,33.0
45606,5.4,-1.3,2.9,545.0,33.0
45607,5.3,2.6,2.9,547.0,33.0
45608,5.7,-1.4,3.2,548.0,37.0
45609,5.1,-4.2,2.8,558.0,37.0
45610,5.4,-2.1,2.8,534.0,37.0
45611,5.0,-2.4,2.7,547.0,37.0
45612,5.0,-2.6,2.5,549.0,37.0
45613,5.0,-3.1,2.5,566.0,37.0
45614,4.8,-0.7,2.2,516.0,33.0
45615,4.6,-0.4,2.5,521.0,33.0
45616,4.9,3.0,2.7,519.0,33.0
